player_name,draft_year,round,pick,team,pos_group,apy_m,av_y1_4,roi,surplus,era
Ra'Shede Hageman,2014,2,37,ATL,IDL,1.33396,8.0,5.997181324777355,-7.583333333333334,2006–2015
Timmy Jernigan,2014,2,48,BAL,IDL,1.095726,22.0,20.078012203780872,6.416666666666666,2006–2015
Ego Ferguson,2014,2,51,CHI,IDL,1.028301,2.0,1.944955805741704,-9.72222222222222,2006–2015
Jay Bromley,2014,3,74,NYG,IDL,0.750969,5.0,6.658064447400625,-6.277777777777779,2006–2015
Will Sutton,2014,3,82,CHI,IDL,0.712767,8.0,11.223864180019556,-3.2777777777777786,2006–2015
Louis Nix,2014,3,83,HOU,IDL,0.713813,0.0,0.0,-11.27777777777778,2006–2015
Khyri Thornton,2014,3,85,GNB,IDL,0.713563,3.0,4.204253864059656,-8.277777777777779,2006–2015
Danny Shelton,2015,1,12,CLE,IDL,2.925918,19.0,6.4936884765738485,-10.73809523809524,2006–2015
Arik Armstead,2015,1,17,SFO,IDL,2.460657,13.0,5.283141860080458,-4.318181818181817,2006–2015
Malcom Brown,2015,1,32,NWE,IDL,1.903308,29.0,15.23663011977042,11.681818181818183,2006–2015
Mario Edwards,2015,2,35,OAK,IDL,,12.0,,-3.583333333333334,2006–2015
Eddie Goldman,2015,2,39,CHI,IDL,1.421579,24.0,16.88263543566696,8.416666666666666,2006–2015
Jordan Phillips,2015,2,52,MIA,IDL,1.090727,13.0,11.918656089012192,1.2777777777777786,2006–2015
Carl Davis,2015,3,90,BAL,IDL,0.738084,7.0,9.484015369524336,-2.0,2006–2015
Xavier Cooper,2015,3,96,CLE,IDL,0.726821,4.0,5.503418310698232,-0.5,2006–2015
Sheldon Rankins,2016,1,12,NOR,IDL,3.200412,16.0,4.999356332872143,2.5,2016–2024
Kenny Clark,2016,1,27,GNB,IDL,2.340411,29.0,12.39098602766779,16.2,2016–2024
Robert Nkemdiche,2016,1,29,ARI,IDL,2.150148,5.0,2.325421319834728,-7.800000000000001,2016–2024
Vernon Butler,2016,1,30,CAR,IDL,2.099129,8.0,3.811104510489827,-4.800000000000001,2016–2024
Chris Jones,2016,2,37,KAN,IDL,1.55781,41.0,26.31899910772174,28.2,2016–2024
Austin Johnson,2016,2,43,TEN,IDL,0.6075,10.0,16.46090534979424,-2.5384615384615383,2016–2024
A'Shawn Robinson,2016,2,46,DET,IDL,1.30841,20.0,15.285728479605016,7.461538461538462,2016–2024
Jarran Reed,2016,2,49,SEA,IDL,1.222409,24.0,19.633363301480927,11.461538461538462,2016–2024
Adam Gotsis,2016,2,63,DEN,IDL,0.984476,16.0,16.252300716320153,3.4615384615384617,2016–2024
Maliek Collins,2016,3,67,DAL,IDL,0.887545,27.0,30.42099273839636,14.461538461538462,2016–2024
Jonathan Bullard,2016,3,72,CHI,IDL,0.85338,9.0,10.546298249314493,1.3833333333333329,2016–2024
Adolphus Washington,2016,3,80,BUF,IDL,0.797324,9.0,11.287757549001409,1.3833333333333329,2016–2024
Javon Hargrave,2016,3,89,PIT,IDL,0.778564,28.0,35.96364589166722,20.383333333333333,2016–2024
Vincent Valentine,2016,3,96,NWE,IDL,0.746354,2.0,2.679693550245594,-0.1666666666666665,2016–2024
Dalvin Tomlinson,2017,2,55,NYG,IDL,1.143026,28.0,24.49638065975752,15.461538461538462,2016–2024
Larry Ogunjobi,2017,3,65,CLE,IDL,0.976788,24.0,24.570326416786447,11.461538461538462,2016–2024
Eddie Vanderdoes,2017,3,88,OAK,IDL,0.815473,5.0,6.131410849899384,-2.616666666666667,2016–2024
Montravius Adams,2017,3,93,GNB,IDL,0.815419,4.0,4.905453515309307,1.25,2016–2024
Nazair Jones,2017,3,102,SEA,IDL,0.793916,3.0,3.778737297144786,0.8333333333333335,2016–2024
Vita Vea,2018,1,12,TAM,IDL,3.70606,14.0,3.777596692983924,0.5,2016–2024
Daron Payne,2018,1,13,WAS,IDL,3.60459,23.0,6.380753428267847,9.5,2016–2024
Taven Bryan,2018,1,29,JAX,IDL,2.538739,11.0,4.332859738634022,-1.8000000000000007,2016–2024
P.J. Hall,2018,2,57,OAK,IDL,1.176071,12.0,10.203465607093449,-0.5384615384615383,2016–2024
B.J. Hill,2018,3,69,NYG,IDL,1.01197,10.0,9.881715861142128,0.0,2016–2024
Nathan Shepherd,2018,3,72,NYJ,IDL,0.96893,7.0,7.224464099573757,-0.6166666666666671,2016–2024
Derrick Nnadi,2018,3,75,KAN,IDL,0.9306,12.0,12.894906511927788,4.383333333333333,2016–2024
Rasheem Green,2018,3,79,SEA,IDL,0.893139,6.0,6.717879299862619,-1.6166666666666671,2016–2024
Justin Jones,2018,3,84,LAC,IDL,0.869035,13.0,14.959121324227448,5.383333333333333,2016–2024
Deadrin Senat,2018,3,90,ATL,IDL,0.85574,3.0,3.5057377240750696,0.25,2016–2024
Harrison Phillips,2018,3,96,BUF,IDL,0.80876,5.0,6.182303773678223,2.833333333333333,2016–2024
Quinnen Williams,2019,1,3,NYJ,IDL,8.132343,12.0,1.475589507230573,-1.5,2016–2024
Ed Oliver,2019,1,9,BUF,IDL,4.918789,15.0,3.049531093933893,1.5,2016–2024
Christian Wilkins,2019,1,13,MIA,IDL,3.859774,14.0,3.627155372309364,0.5,2016–2024
Dexter Lawrence,2019,1,17,NYG,IDL,3.31201,16.0,4.830903288335482,3.1999999999999997,2016–2024
Jeffery Simmons,2019,1,19,TEN,IDL,3.165939,13.0,4.1062067209759885,0.1999999999999993,2016–2024
Jerry Tillery,2019,1,28,LAC,IDL,2.85554,9.0,3.1517681419276213,-3.8000000000000007,2016–2024
Trysten Hill,2019,2,58,DAL,IDL,1.219549,1.0,0.81997525314686,-11.538461538461538,2016–2024
Dre'Mont Jones,2019,3,71,DEN,IDL,1.0397,7.0,6.732711359045879,-0.6166666666666671,2016–2024
Khalen Saunders,2019,3,84,KAN,IDL,0.918295,3.0,3.2669240276817364,-4.616666666666667,2016–2024
Derrick Brown,2020,1,7,CAR,IDL,5.905351,7.0,1.1853656116291815,-6.5,2016–2024
Javon Kinlaw,2020,1,14,SFO,IDL,3.872175,8.0,2.06602232595376,-4.800000000000001,2016–2024
Ross Blacklock,2020,2,40,HOU,IDL,1.986863,0.0,0.0,-12.538461538461538,2016–2024
Raekwon Davis,2020,2,56,MIA,IDL,1.413878,1.0,0.7072746021934,-11.538461538461538,2016–2024
DaVon Hamilton,2020,3,73,JAX,IDL,1.20267,4.0,3.325933132114379,-3.616666666666667,2016–2024
Neville Gallimore,2020,3,82,DAL,IDL,1.151506,5.0,4.342139771742397,-2.616666666666667,2016–2024
Jordan Elliott,2020,3,88,CLE,IDL,1.123438,0.0,0.0,-7.616666666666667,2016–2024
McTelvin Agim,2020,3,95,DEN,IDL,1.099762,0.0,0.0,-2.1666666666666665,2016–2024
Jaelan Phillips,2021,1,18,MIA,IDL,3.504552,0.0,0.0,-12.8,2016–2024
Kwity Paye,2021,1,21,IND,IDL,3.411209,0.0,0.0,-12.8,2016–2024
Gregory Rousseau,2021,1,30,BUF,IDL,2.902048,0.0,0.0,-12.8,2016–2024
Christian Barmore,2021,2,38,NWE,IDL,2.130567,0.0,0.0,-12.538461538461538,2016–2024
Levi Onwuzurike,2021,2,41,DET,IDL,2.037223,0.0,0.0,-12.538461538461538,2016–2024
Alim McNeill,2021,3,72,DET,IDL,1.282296,0.0,0.0,-7.616666666666667,2016–2024
Milton Williams,2021,3,73,PHI,IDL,1.277546,0.0,0.0,-7.616666666666667,2016–2024
Osa Odighizuwa,2021,3,75,DAL,IDL,1.27155,0.0,0.0,-7.616666666666667,2016–2024
Chauncey Golston,2021,3,84,DAL,IDL,1.229147,0.0,0.0,-7.616666666666667,2016–2024
Patrick Jones II,2021,3,90,MIN,IDL,1.217524,0.0,0.0,-2.75,2016–2024
A.J. Hawk,2006,1,5,GNB,OFF-LB,6.0,29.0,4.833333333333333,-1.8928571428571423,2006–2015
Ernie Sims,2006,1,9,DET,OFF-LB,,20.0,,-10.892857142857142,2006–2015
Chad Greenway,2006,1,17,MIN,OFF-LB,2.15,27.0,12.558139534883722,3.653846153846153,2006–2015
Bobby Carpenter,2006,1,18,DAL,OFF-LB,,6.0,,-17.346153846153847,2006–2015
DeMeco Ryans,2006,2,33,HOU,OFF-LB,1.1425,35.0,30.63457330415755,11.653846153846152,2006–2015
D'Qwell Jackson,2006,2,34,CLE,OFF-LB,1.05,24.0,22.857142857142858,0.6538461538461533,2006–2015
Rocky McIntosh,2006,2,35,WAS,OFF-LB,,26.0,,2.6538461538461533,2006–2015
